hop,mode,rep,i,warmup,ms,bytes_out,bytes_in
H4-redis,hybrid,3,10,0,0.344,1543,2029
H4-redis,hybrid,3,11,0,0.353,1543,2028
H4-redis,hybrid,3,12,0,0.345,1543,2027
H4-redis,hybrid,3,13,0,0.404,1543,2029
H4-redis,hybrid,3,14,0,0.338,1543,2028
H4-redis,hybrid,3,15,0,0.36,1543,2027
H4-redis,hybrid,3,16,0,0.34,1543,2028
H4-redis,hybrid,3,17,0,0.361,1543,2029
H4-redis,hybrid,3,18,0,0.338,1543,2028
H4-redis,hybrid,3,19,0,0.39,1543,2029
H4-redis,hybrid,3,20,0,0.353,1543,2028
H4-redis,hybrid,3,21,0,0.372,1543,2028
H4-redis,hybrid,3,22,0,0.351,1543,2028
H4-redis,hybrid,3,23,0,0.357,1543,2029
H4-redis,hybrid,3,24,0,0.36,1543,2028
H4-redis,hybrid,3,25,0,0.35,1543,2027
H4-redis,hybrid,3,26,0,0.341,1543,2029
H4-redis,hybrid,3,27,0,0.34,1543,2029
H4-redis,hybrid,3,28,0,0.367,1543,2028
H4-redis,hybrid,3,29,0,0.357,1543,2029
H4-redis,hybrid,3,30,0,0.342,1543,2028
H4-redis,hybrid,3,31,0,0.33,1543,2027
H4-redis,hybrid,3,32,0,0.34,1543,2028
H4-redis,hybrid,3,33,0,0.338,1543,2028
H4-redis,hybrid,3,34,0,0.377,1543,2028
H4-redis,hybrid,3,35,0,0.346,1543,2028
H4-redis,hybrid,3,36,0,0.371,1543,2028
H4-redis,hybrid,3,37,0,0.345,1543,2029
H4-redis,hybrid,3,38,0,0.343,1543,2027
H4-redis,hybrid,3,39,0,0.333,1543,2028
H4-redis,hybrid,3,40,0,0.366,1543,2029
H4-redis,hybrid,3,41,0,0.354,1543,2029
H4-redis,hybrid,3,42,0,0.379,1543,2029
H4-redis,hybrid,3,43,0,0.333,1543,2028
H4-redis,hybrid,3,44,0,0.344,1543,2028
H4-redis,hybrid,3,45,0,0.339,1543,2027
H4-redis,hybrid,3,46,0,0.328,1543,2028
H4-redis,hybrid,3,47,0,0.343,1543,2028
H4-redis,hybrid,3,48,0,0.321,1543,2027
H4-redis,hybrid,3,49,0,0.361,1543,2028
H4-redis,hybrid,3,50,0,0.349,1543,2029
H4-redis,hybrid,3,51,0,0.367,1543,2027
H4-redis,hybrid,3,52,0,0.334,1543,2028
H4-redis,hybrid,3,53,0,0.347,1543,2029
H4-redis,hybrid,3,54,0,0.338,1543,2028
H4-redis,hybrid,3,55,0,0.349,1543,2028
H4-redis,hybrid,3,56,0,0.348,1543,2028
H4-redis,hybrid,3,57,0,0.352,1543,2029
H4-redis,hybrid,3,58,0,0.344,1543,2027
H4-redis,hybrid,3,59,0,0.386,1543,2027
H4-redis,hybrid,3,60,0,0.345,1543,2028
H4-redis,hybrid,3,61,0,0.357,1543,2027
H4-redis,hybrid,3,62,0,0.327,1543,2029
H4-redis,hybrid,3,63,0,0.356,1543,2029
H4-redis,hybrid,3,64,0,0.335,1543,2028
H4-redis,hybrid,3,65,0,0.325,1543,2027
H4-redis,hybrid,3,66,0,0.335,1543,2029
H4-redis,hybrid,3,67,0,0.335,1543,2027
H4-redis,hybrid,3,68,0,0.338,1543,2028
H4-redis,hybrid,3,69,0,0.327,1543,2028
H4-redis,hybrid,3,70,0,0.349,1543,2029
H4-redis,hybrid,3,71,0,0.337,1543,2028
H4-redis,hybrid,3,72,0,0.342,1543,2027
H4-redis,hybrid,3,73,0,0.324,1543,2028
H4-redis,hybrid,3,74,0,0.323,1543,2027
H4-redis,hybrid,3,75,0,0.332,1543,2029
H4-redis,hybrid,3,76,0,0.339,1543,2028
H4-redis,hybrid,3,77,0,0.367,1543,2027
H4-redis,hybrid,3,78,0,0.356,1543,2028
H4-redis,hybrid,3,79,0,0.35,1543,2028
H4-redis,hybrid,3,80,0,0.346,1543,2028
H4-redis,hybrid,3,81,0,0.356,1543,2028
H4-redis,hybrid,3,82,0,0.34,1543,2027
H4-redis,hybrid,3,83,0,0.356,1543,2028
H4-redis,hybrid,3,84,0,0.34,1543,2027
H4-redis,hybrid,3,85,0,0.344,1543,2028
H4-redis,hybrid,3,86,0,0.345,1543,2029
H4-redis,hybrid,3,87,0,0.35,1543,2027
H4-redis,hybrid,3,88,0,0.342,1543,2028
H4-redis,hybrid,3,89,0,0.332,1543,2028
H4-redis,hybrid,3,90,0,0.331,1543,2028
H4-redis,hybrid,3,91,0,0.334,1543,2029
H4-redis,hybrid,3,92,0,0.333,1543,2029
H4-redis,hybrid,3,93,0,0.328,1543,2028
H4-redis,hybrid,3,94,0,0.348,1543,2028
H4-redis,hybrid,3,95,0,0.342,1543,2028
H4-redis,hybrid,3,96,0,0.335,1543,2028
H4-redis,hybrid,3,97,0,0.344,1543,2028
H4-redis,hybrid,3,98,0,0.361,1543,2027
H4-redis,hybrid,3,99,0,0.323,1543,2028
H4-redis,hybrid,3,100,0,0.334,1543,2028
H4-redis,hybrid,3,101,0,0.327,1543,2027
H4-redis,hybrid,3,102,0,0.328,1543,2028
H4-redis,hybrid,3,103,0,0.325,1543,2029
H4-redis,hybrid,3,104,0,0.334,1543,2028
H4-redis,hybrid,3,105,0,0.348,1543,2027
H4-redis,hybrid,3,106,0,0.325,1543,2028
H4-redis,hybrid,3,107,0,0.36,1543,2029
H4-redis,hybrid,3,108,0,0.327,1543,2029
H4-redis,hybrid,3,109,0,0.34,1543,2027
H1-edge,classic,1,0,1,0.643,597,944
H1-edge,classic,1,1,1,0.482,597,944
H1-edge,classic,1,2,1,0.435,597,944
H1-edge,classic,1,3,1,0.459,597,944
H1-edge,classic,1,4,1,0.443,597,943
H1-edge,classic,1,5,1,0.438,597,943
H1-edge,classic,1,6,1,0.533,597,944
H1-edge,classic,1,7,1,0.432,597,943
H1-edge,classic,1,8,1,0.342,597,945
H1-edge,classic,1,9,1,0.302,597,944
H1-edge,classic,1,10,0,0.293,597,944
H1-edge,classic,1,11,0,0.279,597,944
H1-edge,classic,1,12,0,0.284,597,944
H1-edge,classic,1,13,0,0.34,597,944
H1-edge,classic,1,14,0,0.316,597,944
H1-edge,classic,1,15,0,0.275,597,943
H1-edge,classic,1,16,0,0.262,597,943
H1-edge,classic,1,17,0,0.31,597,943
H1-edge,classic,1,18,0,0.306,597,944
H1-edge,classic,1,19,0,0.274,597,944
H1-edge,classic,1,20,0,0.273,597,944
H1-edge,classic,1,21,0,0.263,597,945
H1-edge,classic,1,22,0,0.255,597,944
H1-edge,classic,1,23,0,0.278,597,944
H1-edge,classic,1,24,0,0.3,597,943
H1-edge,classic,1,25,0,0.282,597,945
H1-edge,classic,1,26,0,0.266,597,944
H1-edge,classic,1,27,0,0.264,597,945
H1-edge,classic,1,28,0,0.284,597,945
H1-edge,classic,1,29,0,0.322,597,944
H1-edge,classic,1,30,0,0.299,597,944
H1-edge,classic,1,31,0,0.29,597,944
H1-edge,classic,1,32,0,0.283,597,944
H1-edge,classic,1,33,0,0.266,597,944
H1-edge,classic,1,34,0,0.297,597,944
H1-edge,classic,1,35,0,0.3,597,943
H1-edge,classic,1,36,0,0.27,597,943
H1-edge,classic,1,37,0,0.308,597,944
H1-edge,classic,1,38,0,0.27,597,945
H1-edge,classic,1,39,0,0.267,597,943
H1-edge,classic,1,40,0,0.281,597,945
H1-edge,classic,1,41,0,0.266,597,943
H1-edge,classic,1,42,0,0.285,597,945
H1-edge,classic,1,43,0,0.276,597,943
H1-edge,classic,1,44,0,0.258,597,944
H1-edge,classic,1,45,0,0.26,597,943
H1-edge,classic,1,46,0,0.268,597,943
H1-edge,classic,1,47,0,0.28,597,944
H1-edge,classic,1,48,0,0.275,597,944
H1-edge,classic,1,49,0,0.259,597,943
H1-edge,classic,1,50,0,0.282,597,944
H1-edge,classic,1,51,0,0.263,597,944
H1-edge,classic,1,52,0,0.307,597,943
H1-edge,classic,1,53,0,0.263,597,944
H1-edge,classic,1,54,0,0.271,597,943
H1-edge,classic,1,55,0,0.26,597,944
H1-edge,classic,1,56,0,0.269,597,944
H1-edge,classic,1,57,0,0.292,597,944
H1-edge,classic,1,58,0,0.291,597,944
H1-edge,classic,1,59,0,0.259,597,943
H1-edge,classic,1,60,0,0.265,597,943
H1-edge,classic,1,61,0,0.252,597,943
H1-edge,classic,1,62,0,0.295,597,943
H1-edge,classic,1,63,0,0.261,597,945
H1-edge,classic,1,64,0,0.263,597,944
H1-edge,classic,1,65,0,0.271,597,943
H1-edge,classic,1,66,0,0.281,597,944
H1-edge,classic,1,67,0,0.278,597,943
H1-edge,classic,1,68,0,0.25,597,944
H1-edge,classic,1,69,0,0.285,597,944
H1-edge,classic,1,70,0,0.281,597,945
H1-edge,classic,1,71,0,0.269,597,943
H1-edge,classic,1,72,0,0.306,597,944
H1-edge,classic,1,73,0,0.267,597,944
H1-edge,classic,1,74,0,0.276,597,943
H1-edge,classic,1,75,0,0.269,597,945
H1-edge,classic,1,76,0,0.275,597,943
H1-edge,classic,1,77,0,0.275,597,945
H1-edge,classic,1,78,0,0.259,597,944
H1-edge,classic,1,79,0,0.295,597,945
H1-edge,classic,1,80,0,0.282,597,944
H1-edge,classic,1,81,0,0.279,597,944
H1-edge,classic,1,82,0,0.308,597,945
H1-edge,classic,1,83,0,0.277,597,944
H1-edge,classic,1,84,0,0.285,597,945
H1-edge,classic,1,85,0,0.283,597,944
H1-edge,classic,1,86,0,0.272,597,944
H1-edge,classic,1,87,0,0.256,597,943
H1-edge,classic,1,88,0,0.266,597,945
H1-edge,classic,1,89,0,0.283,597,944
H1-edge,classic,1,90,0,0.283,597,944
H1-edge,classic,1,91,0,0.262,597,943
H1-edge,classic,1,92,0,0.267,597,944
H1-edge,classic,1,93,0,0.285,597,945
H1-edge,classic,1,94,0,0.29,597,945
H1-edge,classic,1,95,0,0.279,597,945
H1-edge,classic,1,96,0,0.273,597,944
H1-edge,classic,1,97,0,0.268,597,943
H1-edge,classic,1,98,0,0.268,597,945
H1-edge,classic,1,99,0,0.279,597,944
H1-edge,classic,1,100,0,0.275,597,945
H1-edge,classic,1,101,0,0.308,597,943
H1-edge,classic,1,102,0,0.27,597,943
H1-edge,classic,1,103,0,0.273,597,945
H1-edge,classic,1,104,0,0.279,597,944
H1-edge,classic,1,105,0,0.256,597,944
H1-edge,classic,1,106,0,0.338,597,944
H1-edge,classic,1,107,0,0.28,597,945
H1-edge,classic,1,108,0,0.288,597,945
H1-edge,classic,1,109,0,0.263,597,943
H2a-py,classic,1,0,1,0.616,597,941
H2a-py,classic,1,1,1,0.444,597,939
H2a-py,classic,1,2,1,0.296,597,940
H2a-py,classic,1,3,1,0.351,597,941
H2a-py,classic,1,4,1,0.292,597,940
H2a-py,classic,1,5,1,0.265,597,939
H2a-py,classic,1,6,1,0.262,597,941
H2a-py,classic,1,7,1,0.273,597,940
H2a-py,classic,1,8,1,0.256,597,941
H2a-py,classic,1,9,1,0.267,597,941
H2a-py,classic,1,10,0,0.335,597,939
H2a-py,classic,1,11,0,0.276,597,940
H2a-py,classic,1,12,0,0.287,597,939
H2a-py,classic,1,13,0,0.257,597,939
H2a-py,classic,1,14,0,0.269,597,940
H2a-py,classic,1,15,0,0.275,597,940
H2a-py,classic,1,16,0,0.26,597,939
H2a-py,classic,1,17,0,0.281,597,941
H2a-py,classic,1,18,0,0.254,597,940
H2a-py,classic,1,19,0,0.306,597,941
H2a-py,classic,1,20,0,0.311,597,940
H2a-py,classic,1,21,0,0.348,597,940
H2a-py,classic,1,22,0,0.292,597,940
H2a-py,classic,1,23,0,0.281,597,941
H2a-py,classic,1,24,0,0.279,597,940
H2a-py,classic,1,25,0,0.254,597,940
H2a-py,classic,1,26,0,0.272,597,940
H2a-py,classic,1,27,0,0.295,597,940
H2a-py,classic,1,28,0,0.285,597,941
H2a-py,classic,1,29,0,0.313,597,940
H2a-py,classic,1,30,0,0.263,597,941
H2a-py,classic,1,31,0,0.302,597,941
H2a-py,classic,1,32,0,0.273,597,941
H2a-py,classic,1,33,0,0.273,597,940
H2a-py,classic,1,34,0,0.283,597,939
H2a-py,classic,1,35,0,0.267,597,941
H2a-py,classic,1,36,0,0.281,597,940
H2a-py,classic,1,37,0,0.263,597,941
H2a-py,classic,1,38,0,0.279,597,939
H2a-py,classic,1,39,0,0.327,597,939
H2a-py,classic,1,40,0,0.269,597,940
H2a-py,classic,1,41,0,0.273,597,941
H2a-py,classic,1,42,0,0.268,597,939
H2a-py,classic,1,43,0,0.266,597,941
H2a-py,classic,1,44,0,0.264,597,940
H2a-py,classic,1,45,0,0.284,597,940
H2a-py,classic,1,46,0,0.294,597,940
H2a-py,classic,1,47,0,0.322,597,939
H2a-py,classic,1,48,0,0.282,597,941
H2a-py,classic,1,49,0,0.28,597,940
H2a-py,classic,1,50,0,0.276,597,939
H2a-py,classic,1,51,0,0.329,597,940
H2a-py,classic,1,52,0,0.286,597,939
H2a-py,classic,1,53,0,0.316,597,941
H2a-py,classic,1,54,0,0.275,597,940
H2a-py,classic,1,55,0,0.265,597,939
H2a-py,classic,1,56,0,0.265,597,940
H2a-py,classic,1,57,0,0.273,597,941
H2a-py,classic,1,58,0,0.286,597,939
H2a-py,classic,1,59,0,0.276,597,939
H2a-py,classic,1,60,0,0.309,597,941
H2a-py,classic,1,61,0,0.273,597,940
H2a-py,classic,1,62,0,0.292,597,940
H2a-py,classic,1,63,0,0.321,597,939
H2a-py,classic,1,64,0,0.285,597,940
H2a-py,classic,1,65,0,0.274,597,940
H2a-py,classic,1,66,0,0.264,597,940
H2a-py,classic,1,67,0,0.269,597,940
H2a-py,classic,1,68,0,0.277,597,939
H2a-py,classic,1,69,0,0.281,597,939
H2a-py,classic,1,70,0,0.294,597,941
H2a-py,classic,1,71,0,0.31,597,940
H2a-py,classic,1,72,0,0.305,597,940
H2a-py,classic,1,73,0,0.267,597,939
H2a-py,classic,1,74,0,0.264,597,940
H2a-py,classic,1,75,0,0.271,597,939
H2a-py,classic,1,76,0,0.27,597,940
H2a-py,classic,1,77,0,0.267,597,940
H2a-py,classic,1,78,0,0.26,597,940
H2a-py,classic,1,79,0,0.29,597,940
H2a-py,classic,1,80,0,0.3,597,941
H2a-py,classic,1,81,0,0.272,597,940
H2a-py,classic,1,82,0,0.281,597,939
H2a-py,classic,1,83,0,0.26,597,940
H2a-py,classic,1,84,0,0.291,597,939
H2a-py,classic,1,85,0,0.28,597,939
H2a-py,classic,1,86,0,0.277,597,940
H2a-py,classic,1,87,0,0.323,597,940
H2a-py,classic,1,88,0,0.284,597,940
H2a-py,classic,1,89,0,0.305,597,940
H2a-py,classic,1,90,0,0.288,597,940
H2a-py,classic,1,91,0,0.304,597,940
H2a-py,classic,1,92,0,0.263,597,940
H2a-py,classic,1,93,0,0.312,597,939
H2a-py,classic,1,94,0,0.326,597,939
H2a-py,classic,1,95,0,0.276,597,940
H2a-py,classic,1,96,0,0.273,597,941
H2a-py,classic,1,97,0,0.256,597,941
H2a-py,classic,1,98,0,0.254,597,940
H2a-py,classic,1,99,0,0.27,597,939
H2a-py,classic,1,100,0,0.269,597,940
H2a-py,classic,1,101,0,0.256,597,939
H2a-py,classic,1,102,0,0.259,597,941
H2a-py,classic,1,103,0,0.296,597,940
H2a-py,classic,1,104,0,0.333,597,941
H2a-py,classic,1,105,0,0.296,597,941
H2a-py,classic,1,106,0,0.258,597,939
H2a-py,classic,1,107,0,0.291,597,941
H2a-py,classic,1,108,0,0.258,597,939
H2a-py,classic,1,109,0,0.282,597,939
H2b-node,classic,1,0,1,0.874,597,940
H2b-node,classic,1,1,1,0.698,597,941
H2b-node,classic,1,2,1,0.317,597,940
H2b-node,classic,1,3,1,0.382,597,940
H2b-node,classic,1,4,1,0.323,597,939
H2b-node,classic,1,5,1,0.274,597,940
H2b-node,classic,1,6,1,0.422,597,938
H2b-node,classic,1,7,1,0.348,597,940
H2b-node,classic,1,8,1,0.269,597,941
H2b-node,classic,1,9,1,0.264,597,939
H2b-node,classic,1,10,0,0.286,597,939
H2b-node,classic,1,11,0,0.256,597,940
H2b-node,classic,1,12,0,0.378,597,941
H2b-node,classic,1,13,0,0.309,597,940
H2b-node,classic,1,14,0,0.282,597,940
H2b-node,classic,1,15,0,0.267,597,939
H2b-node,classic,1,16,0,0.327,597,939
H2b-node,classic,1,17,0,0.288,597,940
H2b-node,classic,1,18,0,0.275,597,939
H2b-node,classic,1,19,0,0.277,597,940
H2b-node,classic,1,20,0,0.257,597,941
H2b-node,classic,1,21,0,0.3,597,940
H2b-node,classic,1,22,0,0.28,597,939
H2b-node,classic,1,23,0,0.258,597,939
H2b-node,classic,1,24,0,0.24,597,940
H2b-node,classic,1,25,0,0.256,597,940
H2b-node,classic,1,26,0,0.276,597,940
H2b-node,classic,1,27,0,0.312,597,941
H2b-node,classic,1,28,0,0.282,597,941
H2b-node,classic,1,29,0,0.28,597,939
H2b-node,classic,1,30,0,0.273,597,939
H2b-node,classic,1,31,0,0.269,597,939
H2b-node,classic,1,32,0,0.29,597,940
H2b-node,classic,1,33,0,0.285,597,940
H2b-node,classic,1,34,0,0.494,597,940
H2b-node,classic,1,35,0,0.254,597,939
H2b-node,classic,1,36,0,0.27,597,939
H2b-node,classic,1,37,0,0.259,597,940
H2b-node,classic,1,38,0,0.243,597,940
H2b-node,classic,1,39,0,0.269,597,940
H2b-node,classic,1,40,0,0.28,597,941
H2b-node,classic,1,41,0,0.28,597,941
H2b-node,classic,1,42,0,0.353,597,940
H2b-node,classic,1,43,0,0.262,597,940
H2b-node,classic,1,44,0,0.253,597,940
H2b-node,classic,1,45,0,0.285,597,941
H2b-node,classic,1,46,0,0.282,597,940
H2b-node,classic,1,47,0,0.248,597,941
H2b-node,classic,1,48,0,0.266,597,940
H2b-node,classic,1,49,0,0.29,597,939
H2b-node,classic,1,50,0,0.264,597,941
H2b-node,classic,1,51,0,0.273,597,939
H2b-node,classic,1,52,0,0.253,597,940
H2b-node,classic,1,53,0,0.247,597,940
H2b-node,classic,1,54,0,0.31,597,941
H2b-node,classic,1,55,0,0.294,597,940
H2b-node,classic,1,56,0,0.267,597,940
H2b-node,classic,1,57,0,0.269,597,940
H2b-node,classic,1,58,0,0.262,597,941
H2b-node,classic,1,59,0,0.267,597,941
H2b-node,classic,1,60,0,0.279,597,940
H2b-node,classic,1,61,0,0.269,597,939
H2b-node,classic,1,62,0,0.261,597,940
H2b-node,classic,1,63,0,0.243,597,941
H2b-node,classic,1,64,0,0.265,597,940
H2b-node,classic,1,65,0,0.243,597,940
H2b-node,classic,1,66,0,0.534,597,939
H2b-node,classic,1,67,0,0.258,597,940
H2b-node,classic,1,68,0,0.323,597,941
H2b-node,classic,1,69,0,0.267,597,941
H2b-node,classic,1,70,0,0.27,597,941
H2b-node,classic,1,71,0,0.256,597,939
H2b-node,classic,1,72,0,0.244,597,939
H2b-node,classic,1,73,0,0.269,597,940
H2b-node,classic,1,74,0,0.249,597,939
H2b-node,classic,1,75,0,0.242,597,941
H2b-node,classic,1,76,0,0.298,597,939
H2b-node,classic,1,77,0,0.252,597,941
H2b-node,classic,1,78,0,0.297,597,941
H2b-node,classic,1,79,0,0.294,597,941
H2b-node,classic,1,80,0,0.254,597,939
H2b-node,classic,1,81,0,0.287,597,940
H2b-node,classic,1,82,0,0.269,597,941
H2b-node,classic,1,83,0,0.261,597,941
H2b-node,classic,1,84,0,0.257,597,939
H2b-node,classic,1,85,0,0.249,597,941
H2b-node,classic,1,86,0,0.289,597,939
H2b-node,classic,1,87,0,0.253,597,939
H2b-node,classic,1,88,0,0.28,597,940
H2b-node,classic,1,89,0,0.298,597,939
H2b-node,classic,1,90,0,0.266,597,940
H2b-node,classic,1,91,0,0.264,597,939
H2b-node,classic,1,92,0,0.265,597,940
H2b-node,classic,1,93,0,0.247,597,941
H2b-node,classic,1,94,0,0.277,597,939
H2b-node,classic,1,95,0,0.267,597,940
H2b-node,classic,1,96,0,0.285,597,941
H2b-node,classic,1,97,0,0.276,597,940
H2b-node,classic,1,98,0,0.254,597,940
H2b-node,classic,1,99,0,0.279,597,940
H2b-node,classic,1,100,0,0.278,597,941
H2b-node,classic,1,101,0,0.482,597,939
H2b-node,classic,1,102,0,0.24,597,941
H2b-node,classic,1,103,0,0.268,597,939
H2b-node,classic,1,104,0,0.249,597,940
H2b-node,classic,1,105,0,0.253,597,940
H2b-node,classic,1,106,0,0.263,597,940
H2b-node,classic,1,107,0,0.272,597,939
H2b-node,classic,1,108,0,0.252,597,941
H2b-node,classic,1,109,0,0.263,597,940
H3-pg,classic,1,0,1,0.406,597,951
H3-pg,classic,1,1,1,0.392,597,951
H3-pg,classic,1,2,1,0.344,597,949
H3-pg,classic,1,3,1,0.386,597,949
H3-pg,classic,1,4,1,0.377,597,949
H3-pg,classic,1,5,1,0.351,597,950
H3-pg,classic,1,6,1,0.391,597,951
H3-pg,classic,1,7,1,0.353,597,950
H3-pg,classic,1,8,1,0.351,597,950
H3-pg,classic,1,9,1,0.374,597,950
H3-pg,classic,1,10,0,0.519,597,950
H3-pg,classic,1,11,0,0.386,597,949
H3-pg,classic,1,12,0,0.332,597,950
H3-pg,classic,1,13,0,0.359,597,950
H3-pg,classic,1,14,0,0.36,597,950
H3-pg,classic,1,15,0,0.343,597,951
H3-pg,classic,1,16,0,0.372,597,950
H3-pg,classic,1,17,0,0.372,597,950
H3-pg,classic,1,18,0,0.368,597,949
H3-pg,classic,1,19,0,0.369,597,950
H3-pg,classic,1,20,0,0.361,597,951
H3-pg,classic,1,21,0,0.332,597,949
H3-pg,classic,1,22,0,0.341,597,950
H3-pg,classic,1,23,0,0.354,597,951
H3-pg,classic,1,24,0,0.319,597,950
H3-pg,classic,1,25,0,0.366,597,950
H3-pg,classic,1,26,0,0.374,597,950
H3-pg,classic,1,27,0,0.38,597,950
H3-pg,classic,1,28,0,0.36,597,950
H3-pg,classic,1,29,0,0.342,597,951
H3-pg,classic,1,30,0,0.367,597,951
H3-pg,classic,1,31,0,0.38,597,951
H3-pg,classic,1,32,0,0.341,597,951
H3-pg,classic,1,33,0,0.343,597,951
H3-pg,classic,1,34,0,0.376,597,949
H3-pg,classic,1,35,0,0.377,597,951
H3-pg,classic,1,36,0,0.358,597,950
H3-pg,classic,1,37,0,0.509,597,950
H3-pg,classic,1,38,0,0.405,597,950
H3-pg,classic,1,39,0,0.374,597,950
H3-pg,classic,1,40,0,0.348,597,949
H3-pg,classic,1,41,0,0.351,597,950
H3-pg,classic,1,42,0,0.372,597,950
H3-pg,classic,1,43,0,0.351,597,949
H3-pg,classic,1,44,0,0.351,597,950
H3-pg,classic,1,45,0,0.352,597,950
H3-pg,classic,1,46,0,0.331,597,950
H3-pg,classic,1,47,0,0.342,597,949
H3-pg,classic,1,48,0,0.35,597,951
H3-pg,classic,1,49,0,0.352,597,949
H3-pg,classic,1,50,0,0.383,597,951
H3-pg,classic,1,51,0,0.352,597,951
H3-pg,classic,1,52,0,0.372,597,950
H3-pg,classic,1,53,0,0.371,597,950
H3-pg,classic,1,54,0,0.348,597,950
H3-pg,classic,1,55,0,0.347,597,949
H3-pg,classic,1,56,0,0.362,597,950
H3-pg,classic,1,57,0,0.361,597,951
H3-pg,classic,1,58,0,0.332,597,951
H3-pg,classic,1,59,0,0.346,597,950
H3-pg,classic,1,60,0,0.368,597,951
H3-pg,classic,1,61,0,0.333,597,950
H3-pg,classic,1,62,0,0.339,597,950
H3-pg,classic,1,63,0,0.373,597,951
H3-pg,classic,1,64,0,0.341,597,950
H3-pg,classic,1,65,0,0.335,597,950
H3-pg,classic,1,66,0,0.382,597,950
H3-pg,classic,1,67,0,0.352,597,950
H3-pg,classic,1,68,0,0.332,597,950
H3-pg,classic,1,69,0,0.341,597,950
H3-pg,classic,1,70,0,0.374,597,949
H3-pg,classic,1,71,0,0.351,597,949
H3-pg,classic,1,72,0,0.345,597,950
H3-pg,classic,1,73,0,0.349,597,949
H3-pg,classic,1,74,0,0.363,597,950
H3-pg,classic,1,75,0,0.334,597,950
H3-pg,classic,1,76,0,0.345,597,949
H3-pg,classic,1,77,0,0.354,597,951
H3-pg,classic,1,78,0,0.339,597,951
H3-pg,classic,1,79,0,0.36,597,950
H3-pg,classic,1,80,0,0.362,597,950
H3-pg,classic,1,81,0,0.378,597,950
H3-pg,classic,1,82,0,0.347,597,950
H3-pg,classic,1,83,0,0.351,597,951
H3-pg,classic,1,84,0,0.378,597,950
H3-pg,classic,1,85,0,0.333,597,949
H3-pg,classic,1,86,0,0.329,597,950
H3-pg,classic,1,87,0,0.374,597,950
H3-pg,classic,1,88,0,0.35,597,951
H3-pg,classic,1,89,0,0.332,597,951
H3-pg,classic,1,90,0,0.347,597,951
H3-pg,classic,1,91,0,0.352,597,951
H3-pg,classic,1,92,0,0.362,597,950
H3-pg,classic,1,93,0,0.342,597,950
H3-pg,classic,1,94,0,0.356,597,950
H3-pg,classic,1,95,0,0.335,597,951
H3-pg,classic,1,96,0,0.35,597,951
H3-pg,classic,1,97,0,0.369,597,950
H3-pg,classic,1,98,0,0.364,597,949
H3-pg,classic,1,99,0,0.348,597,950
H3-pg,classic,1,100,0,0.484,597,950
H3-pg,classic,1,101,0,0.396,597,950
H3-pg,classic,1,102,0,0.336,597,950
H3-pg,classic,1,103,0,0.339,597,950
H3-pg,classic,1,104,0,0.367,597,949
H3-pg,classic,1,105,0,0.347,597,950
H3-pg,classic,1,106,0,0.343,597,950
H3-pg,classic,1,107,0,0.378,597,951
H3-pg,classic,1,108,0,0.362,597,949
H3-pg,classic,1,109,0,0.331,597,950
H4-redis,classic,1,0,1,0.309,597,961
H4-redis,classic,1,1,1,0.308,597,962
H4-redis,classic,1,2,1,0.325,597,962
H4-redis,classic,1,3,1,0.272,597,961
H4-redis,classic,1,4,1,0.287,597,962
H4-redis,classic,1,5,1,0.268,597,962
H4-redis,classic,1,6,1,0.259,597,962
H4-redis,classic,1,7,1,0.266,597,962
H4-redis,classic,1,8,1,0.271,597,961
H4-redis,classic,1,9,1,0.295,597,961
H4-redis,classic,1,10,0,0.259,597,962
H4-redis,classic,1,11,0,0.294,597,963
H4-redis,classic,1,12,0,0.281,597,961
H4-redis,classic,1,13,0,0.262,597,962
H4-redis,classic,1,14,0,0.296,597,961
H4-redis,classic,1,15,0,0.258,597,961
H4-redis,classic,1,16,0,0.27,597,963
H4-redis,classic,1,17,0,0.316,597,962
H4-redis,classic,1,18,0,0.278,597,962
H4-redis,classic,1,19,0,0.273,597,963
H4-redis,classic,1,20,0,0.293,597,963
H4-redis,classic,1,21,0,0.247,597,961
H4-redis,classic,1,22,0,0.262,597,962
H4-redis,classic,1,23,0,0.276,597,963
H4-redis,classic,1,24,0,0.278,597,962
H4-redis,classic,1,25,0,0.259,597,962
H4-redis,classic,1,26,0,0.31,597,961
H4-redis,classic,1,27,0,0.263,597,962
H4-redis,classic,1,28,0,0.252,597,963
H4-redis,classic,1,29,0,0.303,597,963
H4-redis,classic,1,30,0,0.284,597,962
H4-redis,classic,1,31,0,0.286,597,962
H4-redis,classic,1,32,0,0.289,597,962
H4-redis,classic,1,33,0,0.284,597,961
H4-redis,classic,1,34,0,0.301,597,962
H4-redis,classic,1,35,0,0.274,597,961
H4-redis,classic,1,36,0,0.262,597,961
H4-redis,classic,1,37,0,0.281,597,961
H4-redis,classic,1,38,0,0.264,597,963
H4-redis,classic,1,39,0,0.28,597,962
H4-redis,classic,1,40,0,0.258,597,961
H4-redis,classic,1,41,0,0.27,597,963
H4-redis,classic,1,42,0,0.282,597,962
H4-redis,classic,1,43,0,0.252,597,962
H4-redis,classic,1,44,0,0.278,597,962
H4-redis,classic,1,45,0,0.26,597,962
H4-redis,classic,1,46,0,0.261,597,961
H4-redis,classic,1,47,0,0.261,597,962
H4-redis,classic,1,48,0,0.265,597,963
H4-redis,classic,1,49,0,0.277,597,962
